content,label,tokens
和预备跳闸为两个预备位置手柄虽也在水平和垂直位置但操作过程中只作为过渡位置合闸,0,"['和', '预备', '跳闸', '为', '两个', '预备', '位置', '手柄', '虽', '也', '在', '水平', '和', '垂直', '位置', '但', '操作过程', '中', '只', '作为', '过渡', '位置', '合闸']"
和跳闸为两个操作位置手柄由垂直位置顺时针转和由水平位置逆时针转图表中表示触点为接通状态一表示触点为断开位置控制开关的操作过程为当断路器为断开状态操作手柄位于跳闸后的水平位置需进行断路器的合闸操作时运行人员先将手柄顺时针转至预备合闸位置再继续转至合闸位置此时型触点盒中的触点接通发出合闸脉冲断路器合闸断路器合闸后运行人员松开手柄手柄在复位弹簧作用下自动复归至合闸后的垂直位置逆时针转至预备跳闸位置再继续转至跳闸位置此时型触点盒的触点接通发跳闸脉冲断路器跳闸断路器跳闸后运行人员松开手柄使其复归至跳闸后的水平位置控制开关合跳闸操作分两步进行可防止误操作,0,"['和', '跳闸', '为', '两个', '操作', '位置', '手柄', '由', '垂直', '位置', '顺时针', '转', '和', '由', '水平', '位置', '逆时针', '转', '图表', '中', '表示', '触点', '为', '接通', '状态', '一', '表示', '触点', '为', '断开', '位置', '控制', '开关', '的', '操作过程', '为', '当', '断路器', '为', '断开', '状态', '操作', '手柄', '位于', '跳闸', '后', '的', '水平', '位置', '需', '进行', '断路器', '的', '合闸', '操作', '时', '运行', '人员', '先', '将', '手柄', '顺时针', '转', '至', '预备', '合闸', '位置', '再', '继续', '转', '至', '合闸', '位置', '此时', '型', '触点', '盒', '中', '的', '触点', '接通', '发出', '合闸', '脉冲', '断路器', '合闸', '断路器', '合闸', '后', '运行', '人员', '松开', '手柄', '手柄', '在', '复位', '弹簧', '作用', '下', '自动', '复归', '至', '合闸', '后', '的', '垂直', '位置', '逆时针', '转', '至', '预备', '跳闸', '位置', '再', '继续', '转', '至', '跳闸', '位置', '此时', '型', '触点', '盒', '的', '触点', '接通', '发', '跳闸', '脉冲', '断路器', '跳闸', '断路器', '跳闸', '后', '运行', '人员', '松开', '手柄', '使', '其', '复归', '至', '跳闸', '后', '的', '水平', '位置', '控制', '开关', '合', '跳闸', '操作', '分', '两步', '进行', '可', '防止', '误操作']"
何谓电气主接线图,1,"['何谓', '电气', '主', '接线图']"
发电厂和变电所的主接线是由发电机变压器断路器隔离开关互感器母线和电缆等电气设备按一定顺序连接的用以产生汇集和分配电能的电路电气主接线图一般以单线图表示下图为一中小型电厂电气主接线图通过分析该电气主接线图的运行方式可以掌握电气主接线图的设计原则并且可以按照设备运行特点进行保护的配置,0,"['发电厂', '和', '变电所', '的', '主', '接线', '是', '由', '发电机', '变压器', '断路器', '隔离', '开关', '互感器', '母线', '和', '电缆', '等', '电气设备', '按', '一定', '顺序', '连接', '的', '用以', '产生', '汇集', '和', '分配', '电能', '的', '电路', '电气', '主', '接线图', '一般', '以', '单线', '图', '表示', '下图', '为', '一', '中小型', '电厂', '电气', '主', '接线图', '通过', '分析', '该', '电气', '主', '接线图', '的', '运行', '方式', '可以', '掌握', '电气', '主', '接线图', '的', '设计', '原则', '并且', '可以', '按照', '设备', '运行', '特点', '进行', '保护', '的', '配置']"
常用操作电源的种类,1,"['常用', '操作', '电源', '的', '种类']"
由蓄电池组供电的直流操作电源具有可靠性高和容量较大的突出优点但投资较大运行维护也较复杂,0,"['由', '蓄电池', '组', '供电', '的', '直流', '操作', '电源', '具有', '可靠性', '高', '和', '容量', '较大', '的', '突出', '优点', '但', '投资', '较大', '运行', '维护', '也', '较', '复杂']"
整流操作电源目前应用最为广泛常用的有硅整流电容储能的和带镉镍蓄电池的硅流的两种,0,"['整流', '操作', '电源', '目前', '应用', '最为', '广泛', '常用', '的', '有', '硅', '整流', '电容', '储能', '的', '和', '带', '镉', '镍', '蓄电池', '的', '硅流', '的', '两种']"
交流操作电源具有简单经济便于运行维护的突出优点在小型变电所中应用很广,0,"['交流', '操作', '电源', '具有', '简单', '经济', '便于', '运行', '维护', '的', '突出', '优点', '在', '小型', '变电所', '中', '应用', '很广']"
交直流混合操作电源例如合闸采用交流操作电源而继电保护自动装置和跳闸采用蓄电池组供电,0,"['交直流', '混合', '操作', '电源', '例如', '合闸', '采用', '交流', '操作', '电源', '而', '继电保护', '自动装置', '和', '跳闸', '采用', '蓄电池', '组', '供电']"
常见的直流系统原理结线,1,"['常见', '的', '直流', '系统', '原理', '结线']"
对于不同用途的交流回路使用不同的数字组,0,"['对于', '不同', '用途', '的', '交流', '回路', '使用', '不同', '的', '数字', '组']"
电流回路的数字标号一般以十位数字为一组如一若不够亦可以位数为一组供一套电流互感器之用,0,"['电流', '回路', '的', '数字', '标号', '一般', '以', '十位', '数字', '为', '一组', '如一若', '不够', '亦', '可以', '位数', '为', '一组', '供', '一套', '电流', '互感器', '之用']"
几组相互并联的电流互感器的并联回路应先取数字组中最小的一组数字标号不同相的电流互感器并联时并联回路应选任何一相电流互感器的数字组进行标号,0,"['几组', '相互', '并联', '的', '电流', '互感器', '的', '并联', '回路', '应先取', '数字', '组中', '最小', '的', '一组', '数字', '标号', '不同', '相', '的', '电流', '互感器', '并联', '时', '并联', '回路', '应选', '任何', '一', '相电流', '互感器', '的', '数字', '组', '进行', '标号']"
跳闸合闸命令应保持足够长的时间并且当跳闸或合闸完成后命令脉冲应能自动解除因断路器的机构动作需要有一定的时间跳合闸时主触头到达规定位置也要有一定的行程这些加起来就是断路器的固有动作时间以及灭弧时间命令保持足够长的时间就是保障断路器能可靠的跳闸合闸为了加快断路器的动作增加跳合闸线圈中电流的增长速度要尽可能减小跳合闸线圈的电感量为此跳合闸线圈都是按短时带电设计的,0,"['跳闸', '合闸', '命令', '应', '保持足够', '长', '的', '时间', '并且', '当', '跳闸', '或', '合闸', '完成', '后', '命令', '脉冲', '应', '能', '自动', '解除', '因', '断路器', '的', '机构', '动作', '需要', '有', '一定', '的', '时间', '跳', '合闸', '时主', '触头', '到达', '规定', '位置', '也', '要', '有', '一定', '的', '行程', '这些', '加', '起来', '就是', '断路器', '的', '固有', '动作', '时间', '以及', '灭弧', '时间', '命令', '保持足够', '长', '的', '时间', '就是', '保障', '断路器', '能', '可靠', '的', '跳闸', '合闸', '为了', '加快', '断路器', '的', '动作', '增加', '跳', '合闸', '线圈', '中', '电流', '的', '增长速度', '要', '尽可能', '减小', '跳', '合闸', '线圈', '的', '电感', '量', '为此', '跳', '合闸', '线圈', '都', '是', '按', '短时', '带电', '设计', '的']"
因此跳合闸操作完成后必须自动断开跳合闸回路否则跳闸或合闸线圈会烧坏通常由断路器的辅助触点自动断开跳合闸回路,0,"['因此', '跳', '合闸', '操作', '完成', '后', '必须', '自动', '断开', '跳', '合闸', '回路', '否则', '跳闸', '或', '合闸', '线圈', '会', '烧坏', '通常', '由', '断路器', '的', '辅助', '触点', '自动', '断开', '跳', '合闸', '回路']"
简述正常和高颅压情况下颅内容积和代偿调节机制,1,"['简述', '正常', '和', '高颅', '压', '情况', '下', '颅内', '容积', '和', '代偿', '调节', '机制']"
颅腔是一不能伸缩的容器总体积固定不变,0,"['颅腔', '是', '一', '不能', '伸缩', '的', '容器', '总', '体积', '固定', '不变']"
腔内脑组织脑脊液血液三者的总体积与颅腔容积相适应三种内容物中脑组织不能伸缩容积代偿作用最小脑脊液和血液是流动的对颅腔代偿起重要作用,0,"['腔', '内', '脑组织', '脑脊液', '血液', '三者', '的', '总', '体积', '与', '颅腔', '容积', '相适应', '三种', '内容', '物中', '脑组织', '不能', '伸缩', '容积', '代偿', '作用', '最小', '脑脊液', '和', '血液', '是', '流动', '的', '对', '颅腔', '代偿', '起', '重要', '作用']"
正常颅腔容积代偿为颅腔内三种内容物中任何一种体积的增大其他两种内容物同时或至少一种必然相应地代偿性缩减以取得平衡使颅内压维持在正常范围内这就是颅内压的生理调节,0,"['正常', '颅腔', '容积', '代偿', '为', '颅腔', '内', '三种', '内容', '物中', '任何', '一种', '体积', '的', '增大', '其他', '两种', '内容', '物', '同时', '或', '至少', '一种', '必然', '相应', '地', '代偿', '性', '缩减', '以', '取得', '平衡', '使', '颅内', '压', '维持', '在', '正常', '范围', '内', '这', '就是', '颅内', '压', '的', '生理', '调节']"
颅内压增高时主要靠脑脊液吸收增加分泌减少和被排挤入脊蛛网膜下腔其次靠颅内静脉系统血液被排挤出颅外和脑血管收缩使脑血流量减少来调节,0,"['颅内', '压', '增高', '时', '主要', '靠', '脑脊液', '吸收', '增加', '分泌', '减少', '和', '被', '排挤', '入脊', '蛛网膜', '下腔', '其次', '靠', '颅内', '静脉', '系统', '血液', '被', '排挤', '出颅', '外', '和', '脑血管', '收缩', '使脑', '血流量', '减少', '来', '调节']"
简述颅内压增高的病理因素,1,"['简述', '颅内', '压', '增高', '的', '病理', '因素']"
颅脑外伤后脑水肿是因毛细血管通透性改变血管内液体外渗所致,0,"['颅脑', '外伤', '后', '脑水肿', '是', '因', '毛细血管', '通透性', '改变', '血管', '内', '液体', '外渗', '所致']"
颅内占位性病变如颅内肿瘤血肿脓肿结核瘤寄生虫囊肿等占据了颅内部分空间,0,"['颅内', '占位性', '病变', '如', '颅内', '肿瘤', '血肿', '脓肿', '结核', '瘤', '寄生虫', '囊肿', '等', '占据', '了', '颅内', '部分', '空间']"
